k,threshold,precision,recall,f1,false_positive_rate,retrieval_mrr,avg_similarity,rank_of_first_match
4,0.1,0.3205486410972822,0.6393110435663627,0.427000507528337,1.0,0.8052178318135771,0.43966850389343004,1.6342451874366768
4,0.2,0.32079308591764105,0.6393110435663627,0.4272173324306025,1.0,0.8052178318135771,0.4398526477371307,1.6342451874366768
4,0.25,0.32327141382868935,0.6347517730496454,0.42837606837606834,0.9979736575481256,0.8031914893617027,0.44300473894312653,1.6423505572441743
4,0.3,0.3320641827576829,0.6185410334346505,0.4321359051495311,0.9888551165146909,0.7936507936507942,0.45182505926750005,1.6849037487335359
4,0.35,0.3542116630669546,0.5815602836879432,0.4402684563758389,0.9604863221884499,0.7694191151637966,0.4686178819370358,1.7882472137791288
4,0.5,0.4946550048590865,0.25785207700101315,0.33899433899433895,0.53596757852077,0.4130361364403918,0.5549193380872988,3.303951367781155
4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0
4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0
5,0.1,0.2730229721488107,0.6803444782168186,0.3896706804004062,1.0,0.8082573454913886,0.42863829254885955,1.7031408308004052
5,0.2,0.2734677255141519,0.6803444782168186,0.39012345679012345,1.0,0.8082573454913886,0.4290167229089638,1.7031408308004052
5,0.25,0.2766134052708031,0.6752786220871327,0.3924628293831886,0.9979736575481256,0.8062310030395142,0.4328400808193051,1.713272543059777
5,0.3,0.2883503779457537,0.6570415400202634,0.40080346106304077,0.9888551165146909,0.7966903073286057,0.4438222093336208,1.7689969604863223
5,0.35,0.3130659767141009,0.6129685916919959,0.41445452988525433,0.9604863221884499,0.7720533603512332,0.4629933417537388,1.9047619047619047
5,0.5,0.4619516562220233,0.2613981762917933,0.33387253316078935,0.53596757852077,0.4132387706855791,0.5533735065344945,3.857142857142857
5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0
5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0
7,0.1,0.20865398577029184,0.7279635258358662,0.3243426249858932,1.0,0.8125271385149808,0.4119501042923388,1.7983789260385006
7,0.2,0.20942102960478343,0.7274569402228976,0.3252179821084815,1.0,0.8125271385149808,0.4129179809989501,1.7983789260385006
7,0.25,0.21326729701335734,0.7198581560283688,0.32904943846242907,0.9979736575481256,0.8105007960631065,0.4182674499597883,1.8125633232016212
7,0.3,0.22761132262870384,0.6965552178318136,0.3431066749844042,0.9888551165146909,0.8009601003521981,0.432718949786797,1.8946301925025328
7,0.35,0.2560435132957293,0.64387031408308,0.36638800807149036,0.9604863221884499,0.7753582283977426,0.45579331963173714,2.105369807497467
7,0.5,0.41773162939297126,0.26494427558257344,0.324240545567266,0.53596757852077,0.4141795725382352,0.5508453387993212,4.954407294832826
7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,8.0
7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,8.0
10,0.1,0.15587188612099645,0.776595744680851,0.25963248369887376,1.0,0.8138527042022488,0.39437892231531535,1.8946301925025328
10,0.2,0.15701970443349753,0.7750759878419453,0.261136712749616,1.0,0.8138527042022488,0.39633829969980056,1.8946301925025328
10,0.25,0.1624261943102523,0.7664640324214792,0.26804854282930285,0.9979736575481256,0.8116997153471323,0.4040183869025046,1.917933130699088
10,0.3,0.17802844531633152,0.7355623100303952,0.2866732477788746,0.9888551165146909,0.8020323732329816,0.42207019553575054,2.0425531914893615
10,0.35,0.20804004379790395,0.6737588652482269,0.3179156208915979,0.9604863221884499,0.7764305012785262,0.44870998007058166,2.368794326241135
