k,threshold,precision,recall,f1,false_positive_rate,retrieval_mrr,avg_similarity,rank_of_first_match
5,0.35,0.20242537313432835,0.44060913705583754,0.2774049217002237,0.6436548223350254,0.3593908629441624,0.4384865243432682,1.564516129032258
5,0.5,0.3198992443324937,0.12893401015228426,0.1837916063675832,0.2050761421319797,0.1167005076142132,0.5482490901983055,1.2834645669291338
5,0.7,1.0,0.003045685279187817,0.006072874493927126,0.003045685279187817,0.003045685279187817,0.7528374989827474,1.0
5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.1,0.09498103297344616,0.6609137055837564,0.16609261385380789,1.0,0.47526226734348537,0.3287727486245445,2.0937019969278032
7,0.2,0.10229305578142787,0.6385786802030456,0.17633865993832354,0.9644670050761421,0.4683804689388443,0.34694155306714514,2.009538950715421
7,0.25,0.11444036342547845,0.601015228426396,0.19227021760311788,0.8954314720812183,0.4511457577955037,0.3698788614215921,1.9358108108108107
7,0.3,0.13436951616946602,0.5441624365482234,0.21552070767993564,0.7746192893401015,0.4170413343002175,0.39784143460547006,1.8694029850746268
7,0.35,0.1687779433681073,0.45989847715736043,0.24693376941946032,0.6436548223350254,0.3622431713802272,0.4337802453829883,1.783664459161148
7,0.5,0.2997711670480549,0.132994923857868,0.18424753867791843,0.2050761421319797,0.11730481024897269,0.5472548177094972,1.450381679389313
7,0.7,1.0,0.003045685279187817,0.006072874493927126,0.003045685279187817,0.003045685279187817,0.7528374989827474,1.0
7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.1,0.07088063823258668,0.7035532994923858,0.12878647091618659,1.0,0.47998871968415086,0.3160114234620666,2.518037518037518
10,0.2,0.07824046920821115,0.6771573604060914,0.140273396424816,0.9644670050761421,0.4726754491982915,0.3376239488411509,2.4107946026986506
10,0.25,0.08859674192626464,0.6294416243654822,0.15533007641237628,0.8954314720812183,0.4542929659173311,0.36203241361042676,2.259677419354839
10,0.3,0.10743801652892562,0.5675126903553299,0.18067226890756305,0.7746192893401015,0.41966964789299793,0.3918459855224819,2.1610017889087656
10,0.35,0.1397211509937704,0.4781725888324873,0.2162534435261708,0.6436548223350254,0.3643046491016034,0.4289659788084469,2.0573248407643314
10,0.5,0.27800829875518673,0.13604060913705585,0.18268575323790048,0.2050761421319797,0.11763193940858917,0.54540190570582,1.626865671641791
